-4.153640 -12.571574 1
-18.728917 12.504020 1
-15.784229 9.380951 1
-14.453006 0.445799 1
-5.317400 -10.563234 1
-16.211581 10.252552 1
-5.431076 -10.127049 1
-12.791273 1.164476 1
-8.302016 -4.661335 1
-15.168089 3.113572 1
-14.384079 2.701893 1
-8.931541 -7.254654 1
-18.620613 10.726509 1
-13.679717 3.767666 1
-10.168422 -3.170740 1
-11.971515 -0.748072 1
-9.449979 -3.910627 1
-12.428679 -2.671565 1
-16.083555 9.160271 1
-15.187481 8.137630 1
-14.678108 1.876219 1
-14.413356 5.145522 1
-14.561167 7.668188 1
-12.513033 -0.039213 1
-11.221982 -2.342966 1
-9.919983 -2.752304 1
-10.985368 0.406958 1
-9.475527 -1.014846 1
-14.841783 2.271711 1
-11.827629 -1.462209 1
-7.350995 -7.746764 1
-14.407553 3.493201 1
-12.639919 -0.513905 1
-8.472059 -7.524632 1
-11.469163 -2.551161 1
-9.730333 -3.419064 1
-10.972427 -3.315156 1
-5.251836 -13.863191 1
-8.349928 -3.969618 1
-15.777007 6.800890 1
-10.064028 -6.731253 1
-12.359326 0.628857 1
-17.047853 8.037054 1
-20.669871 13.700826 1
-10.351057 -4.247874 1
-14.481503 2.077785 1
-13.483128 -0.346770 1
-8.983387 -3.870112 1
-14.389664 4.860742 1
-5.513255 -7.601171 1
-21.147971 12.598268 1
-19.625859 12.927621 1
-5.016915 -11.452665 1
-10.749810 -6.042411 1
-13.552646 0.984390 1
-13.251599 3.163341 1
-13.216691 -0.273634 1
-12.030488 -1.601173 1
-12.084891 0.449803 1
-11.025043 -4.119839 1
-10.830021 -1.666532 1
-10.932526 0.101732 1
-16.144612 8.528090 1
-7.125889 -10.798536 1
-14.239521 4.523660 1
-16.890771 6.419666 1
-16.606051 8.157314 1
-14.540018 5.470241 1
-9.741478 -2.341504 1
-10.542502 -3.455795 1
-12.961591 0.451575 1
-14.560804 6.268571 1
-16.565521 7.039199 1
-3.153588 -16.111199 1
-11.949991 0.481536 1
-16.463773 8.683842 1
-11.060626 -2.731107 1
-9.394464 -5.682257 1
-13.340278 -1.043504 1
-18.884346 9.921191 1
-10.189366 -1.074122 1
-12.910664 0.564768 1
-7.180791 -5.301721 1
-13.806121 2.073326 1
-9.002112 -4.319826 1
-14.188198 1.499347 1
-12.709141 2.813128 1
-8.651576 -5.458278 1
-12.340984 0.488464 1
-8.084915 -6.156982 1
-12.662583 2.553883 1
-9.816002 -3.313598 1
-17.165768 6.687520 1
-9.447463 -5.178247 1
-10.370749 0.627885 1
-15.416009 5.435389 1
-10.446991 -2.324164 1
-8.286616 -3.894812 1
-16.567616 9.646492 1
-17.256344 6.903380 1
-13.980251 1.854340 1
-12.985792 6.733998 1
-12.895939 2.347176 1
-5.589191 -9.565184 1
-11.505395 1.765662 1
-15.098376 6.157364 1
-16.432094 8.566542 1
-14.698730 2.349586 1
-12.284535 -5.537725 1
-14.160623 3.600326 1
-12.772003 3.730987 1
-17.678800 10.301863 1
-16.127051 5.346658 1
-11.439407 -2.815212 1
-16.079797 8.127676 1
-15.985450 6.366038 1
-7.166853 -9.530811 1
-13.644473 3.164298 1
-13.280557 3.533587 1
-16.626899 4.394107 1
-13.864751 3.898512 1
-11.628388 -0.573278 1
-10.363813 -4.165452 1
-15.721513 9.353966 1
-10.219489 -5.010249 1
-7.503005 -7.184276 1
-12.643989 -0.988857 1
-19.970656 15.294995 1
-12.922465 -0.534322 1
-6.817433 -6.666146 1
-10.881655 -2.993823 1
-11.967207 -0.127393 1
-12.570479 0.099800 1
-15.177324 5.125835 1
-2.657109 -21.596341 1
-6.041159 -8.781331 1
-12.193094 0.447122 1
-11.834110 1.850087 1
-15.420530 3.199783 1
-13.956531 2.647569 1
-8.335743 -6.497054 1
-14.722478 4.049014 1
-7.561339 -6.033838 1
-8.082138 -3.038928 1
-12.779219 5.234464 1
-16.968702 10.452024 1
-12.990725 -0.447817 1
-16.817676 8.581090 1
-10.347113 -0.634881 1
-14.135043 1.625407 1
-11.456708 -2.150581 1
-18.507269 9.910918 1
-8.850586 -6.837732 1
-8.132293 -4.801606 1
-9.859990 -3.529606 1
-10.971655 -1.840091 1
-16.413303 8.799156 1
-9.872920 -3.625652 1
-5.003960 -11.633234 1
-15.627876 2.920465 1
-5.541954 -10.438388 1
-17.891206 6.890577 1
-5.891838 -14.008871 1
-10.948532 0.402932 1
-16.016066 8.104938 1
-12.986365 2.135199 1
-12.283371 -2.536991 1
-11.803395 0.022001 1
-14.679006 4.524487 1
-16.969981 7.822269 1
-9.675665 -5.058564 1
-6.886166 -12.623969 1
-14.465343 3.072332 1
-4.738669 -11.350881 1
-10.979728 -0.673155 1
-10.535818 -4.561381 1
-5.259403 -9.981552 1
-14.256785 3.892388 1
-19.007827 12.299857 1
-12.021032 -3.040907 1
-10.610063 -2.848720 1
-10.315377 -0.290970 1
-14.629028 2.151031 1
-11.627936 -2.558863 1
-10.959545 -4.358395 1
-6.429627 -13.056386 1
-14.132722 4.641523 1
-7.014346 -9.263350 1
-10.204062 -1.543244 1
-12.220705 1.003808 1
-13.067389 4.092836 1
-17.804091 10.641760 1
-15.232301 3.499819 1
-7.076332 -7.639990 1
-9.542493 -7.408562 1
-10.895880 1.536571 1
-10.306678 -4.625345 1
-11.501031 -1.592988 1
-14.157161 2.729898 1
-8.574931 -6.999322 1
10.413915 0.808794 -1
9.519248 6.136554 -1
13.622560 -2.162902 -1
18.316952 -10.243843 -1
9.452681 1.258215 -1
18.199091 -5.920739 -1
16.200554 -6.438934 -1
18.320093 -11.099262 -1
11.302492 -1.126860 -1
17.761299 -10.030672 -1
15.900327 -7.710018 -1
10.703551 -0.607935 -1
9.506722 6.351597 -1
17.989524 -7.556370 -1
17.163386 -5.474172 -1
14.801581 -2.655406 -1
11.789173 0.393701 -1
8.046979 6.917129 -1
24.308279 -19.547621 -1
9.986361 -0.673407 -1
6.056637 11.513984 -1
11.069134 1.384245 -1
15.385001 -5.580869 -1
7.198587 7.606203 -1
2.477857 13.968456 -1
14.419949 -1.738763 -1
12.654453 -0.402101 -1
11.616946 -2.182022 -1
14.066721 -3.063591 -1
11.530461 3.386921 -1
10.592754 2.249574 -1
10.395858 2.484235 -1
11.512362 0.380307 -1
19.275067 -14.769276 -1
8.005849 6.056267 -1
14.413392 -7.361337 -1
20.040133 -11.350385 -1
13.551820 -5.615075 -1
16.235096 -7.390804 -1
9.267594 5.958891 -1
9.403803 1.615941 -1
14.764751 -4.810391 -1
6.828502 7.289227 -1
13.957547 -1.311303 -1
12.216113 0.081856 -1
14.924322 -3.310375 -1
14.962633 -6.243515 -1
3.704830 12.685447 -1
7.126686 9.397227 -1
7.900286 7.460280 -1
13.466063 -4.986763 -1
5.207849 12.379597 -1
7.234633 8.592942 -1
13.976199 -1.854641 -1
15.353651 -1.807682 -1
14.510631 -6.742881 -1
18.347634 -9.649427 -1
5.834755 7.966786 -1
11.716197 0.987718 -1
13.183551 -0.801147 -1
9.972173 -1.109405 -1
6.062942 11.991234 -1
9.207534 1.202964 -1
12.747372 0.055776 -1
14.792600 -2.285573 -1
4.812570 9.527314 -1
7.467263 7.658333 -1
11.078906 -0.351444 -1
4.288357 15.041009 -1
9.485254 4.450057 -1
13.170300 -0.068157 -1
5.474531 8.889874 -1
6.528125 7.567012 -1
14.094408 -3.188477 -1
11.340010 3.432534 -1
8.565474 2.706481 -1
15.335967 -7.384222 -1
7.811305 7.069259 -1
13.912215 -6.191024 -1
15.568013 -6.753500 -1
